512762,0,172,2447,31,0,175,22,168,0,527,0,0,11,3489,5439,0,0,815,599,0,545,102,784,0,265,0,31,0,884,4,222,25,292,0,1,2,0,68,115,0,0,0,0,0,5103,0,0,0,0,1031,0,0,0,0,0,31,0,88,0,0,93,0,0,0,0,0,1,17,261,0,0,229,108,0,2,0,0,247,114,25,0,0,2,0,0,0
0,120766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,248153,3,74,0,0,3,0,0,0,0,74,9,38,304,2,0,399,0,0,0,0,1249,4,0,0,0,0,0,0,9367,0,6,0,11,0,38693,501,7,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19254,0,8,104954,8,0,0,22,7,0,3,0,0,180,9,942,0,0,28,0,0,4,8,0,0,21,0,0,0,13,0,0,0,126,0,13,7,0,72,4,19,0,0,0,0,0,0,0,0,0,18,0,0,2,0,3,24,0,39,0,0,1,0,0,0,0,0,0,115,344,0,0,1393,0,0,1,0,0,115,0,0,0,0,0,0,0,0
9,0,0,0,342544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,50851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,73779,0,0,0,0,0,0,0,0,859,0,0,5787,0,0,0,0,0,6531,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2750,0,17,6,0,0,0,53225,0,0,0,0,0,0,0,2,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,11719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,23419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,0,2,20,0,0,0,0,0,0,51688,0,0,0,0,1191,0,0,0,18030,0,0,0,0,0,0,0,0,0,2,0,3,0,48,45,0,0,0,0,0,0,0,0,0,0,581,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,69,0,0,0,0,0,0,0,6,12,0,5,0
1,0,407,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,133836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6274,0,0,565,0,0,0,0,0,0,0,0,0,187839,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1716,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,167,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,22,0,0
3203,0,77,31,0,0,0,0,0,0,3,2,0,0,40553,1526,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,146,23,0,0,0,0,0,0
9693,0,470,1007,0,0,0,0,0,0,897,0,0,42,1554,221992,0,0,2590,5219,0,267,0,146,0,0,0,0,0,3,0,0,94,31,20,0,0,0,5,0,0,0,0,0,0,318,0,0,41,0,2567,0,0,0,0,0,220,0,11,0,0,47,0,0,0,69,0,109,11,3,0,0,22,0,94,0,0,0,4,17,2,0,22,24,0,3,0
0,0,1060,0,0,0,0,0,0,0,0,0,0,0,19,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,0,4296,24,429,0,2926,0,0,0,0,0,14,0,3,2653,0,0,158382,24,0,3,0,0,140,0,0,0,0,0,3,2682,3,1,0,471,0,0,12,1372,0,2045,0,0,0,6,0,0,0,0,19,0,0,49,0,0,0,0,0,0,0,1,0,0,0,3,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,0,53,7,0,0,0,0,0,0,14184,0,0,0,0,2516,0,0,0,56338,0,0,0,0,0,1,0,0,0,0,0,4,0,53,54,0,0,0,0,0,0,0,0,0,0,1830,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,347,0,0,0,1,0,0,0,41,14,0,2,0
0,0,8268,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4514,0,20,21,0,0,0,0,0,0,12,0,0,0,350,2534,0,0,103,92,0,532,0,158,0,0,0,0,0,1,0,0,3,6,0,0,0,0,5,0,0,0,0,0,0,22,0,0,0,0,698,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,2,44,2,0,0,0,0,0,0
66,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161583,0,0,0,0,0,3262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6201,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,0,0,0,0,51221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,57707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13924,0,0,52,0,0,0,0,1,0,1,0,0,0,0,34,0,0,0,10,0,2,2,1,0,6,0,0,0,721,0,0,0,182,0,0,0,0,9,2,0,0,0,0,0,1870,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,182,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,2796,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,2343,0,0,0,0,0,0,0,2,3,72,0,36,0,0,0,1297,136,0,0,0,0,0,0,0,0,0,0,0,48277,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0,0,0,0,826,831,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
5499,0,306,157,0,0,51,0,27,0,100,0,0,0,0,701,0,0,12,392,0,3,0,13,1,14,0,0,0,86,0,0,0,8440,0,0,0,0,5,20,0,0,0,0,0,22946,0,0,0,0,37,0,0,0,0,0,0,0,15,0,0,6,0,0,0,0,0,0,0,15,0,0,40,0,0,0,0,0,166,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0,0,2925,0,0,0,0,302,0,0,0,4142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,59,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,4,5,0,0,0
60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3751,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,0,0,8,0,0,0,0,0,0,0,0,0,3130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22158,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2761,0,44,346,16,1,0,20,0,1,1,0,0,43,0,76,0,1,2,0,0,3,1,0,0,1,0,0,1,7,0,0,1,8,0,0,2,11,4907,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,23,0,0,0,0,0,0,11,3,0,0,15,0,0,41,0,0,11,0,0,0,0,0,0,0,0
115,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,6693,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
